Country/Area,Item1,Purpose,Year,Overnight Stays
Germany,Tokushima,Overall,2021,170
Germany,Tokushima,Overall,2022,570
Germany,Tokushima,Overall,2023,"2,190"
Germany,Tokyo,Overall,2021,"40,470"
Germany,Tokyo,Overall,2022,"119,560"
Germany,Tokyo,Overall,2023,"612,590"
Germany,Tottori,Overall,2021,20
Germany,Tottori,Overall,2022,180
Germany,Tottori,Overall,2023,570
Germany,Toyama,Overall,2021,150
Germany,Toyama,Overall,2022,770
Germany,Toyama,Overall,2023,"1,970"
Germany,Wakayama,Overall,2021,450
Germany,Wakayama,Overall,2022,340
Germany,Wakayama,Overall,2023,"3,610"
Germany,Yamagata,Overall,2021,130
Germany,Yamagata,Overall,2022,370
Germany,Yamagata,Overall,2023,"1,590"
Germany,Yamaguchi,Overall,2021,"1,150"
Germany,Yamaguchi,Overall,2022,600
Germany,Yamaguchi,Overall,2023,"1,100"
Germany,Yamanashi,Overall,2021,210
Germany,Yamanashi,Overall,2022,"1,580"
Germany,Yamanashi,Overall,2023,"13,280"
Hong Kong,Aichi,Overall,2021,270
Hong Kong,Aichi,Overall,2022,"10,730"
Hong Kong,Aichi,Overall,2023,"182,560"
Hong Kong,Akita,Overall,2021,20
Hong Kong,Akita,Overall,2022,850
Hong Kong,Akita,Overall,2023,"6,280"
Hong Kong,Aomori,Overall,2021,60
Hong Kong,Aomori,Overall,2022,"3,370"
Hong Kong,Aomori,Overall,2023,"30,530"
Hong Kong,Chiba,Overall,2021,"2,440"
Hong Kong,Chiba,Overall,2022,"11,190"
Hong Kong,Chiba,Overall,2023,"116,700"
Hong Kong,Ehime,Overall,2021,40
Hong Kong,Ehime,Overall,2022,"1,250"
Hong Kong,Ehime,Overall,2023,"15,850"
Hong Kong,Fukui,Overall,2021,10
Hong Kong,Fukui,Overall,2022,590
Hong Kong,Fukui,Overall,2023,"15,510"
Hong Kong,Fukuoka,Overall,2021,170
Hong Kong,Fukuoka,Overall,2022,"33,680"
Hong Kong,Fukuoka,Overall,2023,"538,630"
Hong Kong,Fukushima,Overall,2021,460
Hong Kong,Fukushima,Overall,2022,640
Hong Kong,Fukushima,Overall,2023,"6,290"
Hong Kong,Gifu,Overall,2021,20
Hong Kong,Gifu,Overall,2022,"6,460"
Hong Kong,Gifu,Overall,2023,"66,260"
Hong Kong,Gunma,Overall,2021,600
Hong Kong,Gunma,Overall,2022,"4,520"
Hong Kong,Gunma,Overall,2023,"39,110"
Hong Kong,Hiroshima,Overall,2021,50
Hong Kong,Hiroshima,Overall,2022,"1,660"
Hong Kong,Hiroshima,Overall,2023,"12,730"
Hong Kong,Hokkaido,Overall,2021,"2,400"
Hong Kong,Hokkaido,Overall,2022,"90,620"
Hong Kong,Hokkaido,Overall,2023,"602,670"
Hong Kong,Hyogo,Overall,2021,90
Hong Kong,Hyogo,Overall,2022,"10,850"
Hong Kong,Hyogo,Overall,2023,"81,790"
Hong Kong,Ibaraki,Overall,2021,120
Hong Kong,Ibaraki,Overall,2022,640
Hong Kong,Ibaraki,Overall,2023,"9,580"
Hong Kong,Ishikawa,Overall,2021,40
Hong Kong,Ishikawa,Overall,2022,"5,920"
Hong Kong,Ishikawa,Overall,2023,"55,020"
Hong Kong,Iwate,Overall,2021,30
Hong Kong,Iwate,Overall,2022,"2,580"
Hong Kong,Iwate,Overall,2023,"20,940"
Hong Kong,Kagawa,Overall,2021,40
Hong Kong,Kagawa,Overall,2022,"2,850"
Hong Kong,Kagawa,Overall,2023,"40,310"
Hong Kong,Kagoshima,Overall,2021,240
Hong Kong,Kagoshima,Overall,2022,"2,340"
Hong Kong,Kagoshima,Overall,2023,"44,710"
Hong Kong,Kanagawa,Overall,2021,550
Hong Kong,Kanagawa,Overall,2022,"15,770"
Hong Kong,Kanagawa,Overall,2023,"128,080"
Hong Kong,Kochi,Overall,2021,0
Hong Kong,Kochi,Overall,2022,510
Hong Kong,Kochi,Overall,2023,"10,010"
Hong Kong,Kumamoto,Overall,2021,70
Hong Kong,Kumamoto,Overall,2022,"7,220"
Hong Kong,Kumamoto,Overall,2023,"101,000"
Hong Kong,Kyoto,Overall,2021,700
Hong Kong,Kyoto,Overall,2022,"79,600"
Hong Kong,Kyoto,Overall,2023,"505,540"
Hong Kong,Mie,Overall,2021,20
Hong Kong,Mie,Overall,2022,"1,440"
Hong Kong,Mie,Overall,2023,"17,110"
Hong Kong,Miyagi,Overall,2021,880
Hong Kong,Miyagi,Overall,2022,"3,640"
Hong Kong,Miyagi,Overall,2023,"23,380"
Hong Kong,Miyazaki,Overall,2021,50
Hong Kong,Miyazaki,Overall,2022,910
Hong Kong,Miyazaki,Overall,2023,"12,300"
Hong Kong,Nagano,Overall,2021,180
Hong Kong,Nagano,Overall,2022,"19,550"
Hong Kong,Nagano,Overall,2023,"133,990"
Hong Kong,Nagasaki,Overall,2021,490
Hong Kong,Nagasaki,Overall,2022,"2,540"
Hong Kong,Nagasaki,Overall,2023,"30,260"
Hong Kong,Nara,Overall,2021,30
Hong Kong,Nara,Overall,2022,"1,020"
Hong Kong,Nara,Overall,2023,"10,720"
Hong Kong,Niigata,Overall,2021,40
Hong Kong,Niigata,Overall,2022,"6,640"
Hong Kong,Niigata,Overall,2023,"38,900"
Hong Kong,Oita,Overall,2021,70
Hong Kong,Oita,Overall,2022,"7,120"
Hong Kong,Oita,Overall,2023,"107,910"
Hong Kong,Okayama,Overall,2021,40
Hong Kong,Okayama,Overall,2022,"1,640"
Hong Kong,Okayama,Overall,2023,"21,380"
Hong Kong,Okinawa,Overall,2021,280
Hong Kong,Okinawa,Overall,2022,"32,030"
Hong Kong,Okinawa,Overall,2023,"251,230"
Hong Kong,Osaka,Overall,2021,"2,560"
Hong Kong,Osaka,Overall,2022,"160,200"
Hong Kong,Osaka,Overall,2023,"1,148,050"
Hong Kong,Saga,Overall,2021,10
Hong Kong,Saga,Overall,2022,"1,950"
Hong Kong,Saga,Overall,2023,"17,570"
Hong Kong,Saitama,Overall,2021,20
Hong Kong,Saitama,Overall,2022,"2,370"
Hong Kong,Saitama,Overall,2023,"10,390"
Hong Kong,Shiga,Overall,2021,310
Hong Kong,Shiga,Overall,2022,"5,520"
Hong Kong,Shiga,Overall,2023,"38,820"
Hong Kong,Shimane,Overall,2021,20
Hong Kong,Shimane,Overall,2022,220
Hong Kong,Shimane,Overall,2023,"3,380"
Hong Kong,Shizuoka,Overall,2021,200
Hong Kong,Shizuoka,Overall,2022,"6,030"
Hong Kong,Shizuoka,Overall,2023,"68,500"
Hong Kong,Tochigi,Overall,2021,90
Hong Kong,Tochigi,Overall,2022,"2,620"
Hong Kong,Tochigi,Overall,2023,"17,240"
Hong Kong,Tokushima,Overall,2021,130
Hong Kong,Tokushima,Overall,2022,"1,750"
Hong Kong,Tokushima,Overall,2023,"19,500"
Hong Kong,Tokyo,Overall,2021,"8,940"
Hong Kong,Tokyo,Overall,2022,"296,620"
Hong Kong,Tokyo,Overall,2023,"1,932,900"
Hong Kong,Tottori,Overall,2021,0
Hong Kong,Tottori,Overall,2022,"1,030"
Hong Kong,Tottori,Overall,2023,"12,280"
Hong Kong,Toyama,Overall,2021,20
Hong Kong,Toyama,Overall,2022,"1,820"
Hong Kong,Toyama,Overall,2023,"23,540"
Hong Kong,Wakayama,Overall,2021,30
Hong Kong,Wakayama,Overall,2022,"8,730"
Hong Kong,Wakayama,Overall,2023,"55,370"
Hong Kong,Yamagata,Overall,2021,60
Hong Kong,Yamagata,Overall,2022,"2,150"
Hong Kong,Yamagata,Overall,2023,"14,230"
Hong Kong,Yamaguchi,Overall,2021,10
Hong Kong,Yamaguchi,Overall,2022,400
Hong Kong,Yamaguchi,Overall,2023,"2,900"
Hong Kong,Yamanashi,Overall,2021,50
Hong Kong,Yamanashi,Overall,2022,"17,720"
Hong Kong,Yamanashi,Overall,2023,"137,980"
India,Aichi,Overall,2021,950
India,Aichi,Overall,2022,"4,510"
India,Aichi,Overall,2023,"12,400"
India,Akita,Overall,2021,20
India,Akita,Overall,2022,40
India,Akita,Overall,2023,150
India,Aomori,Overall,2021,240
India,Aomori,Overall,2022,220
India,Aomori,Overall,2023,620
India,Chiba,Overall,2021,"22,220"
India,Chiba,Overall,2022,"12,360"
India,Chiba,Overall,2023,"31,490"
India,Ehime,Overall,2021,"1,760"
India,Ehime,Overall,2022,980
India,Ehime,Overall,2023,560
India,Fukui,Overall,2021,30
India,Fukui,Overall,2022,90
India,Fukui,Overall,2023,540
India,Fukuoka,Overall,2021,780
India,Fukuoka,Overall,2022,"1,650"
India,Fukuoka,Overall,2023,"5,650"
India,Fukushima,Overall,2021,240
India,Fukushima,Overall,2022,870
India,Fukushima,Overall,2023,960
India,Gifu,Overall,2021,50
India,Gifu,Overall,2022,210
India,Gifu,Overall,2023,850
India,Gunma,Overall,2021,30
India,Gunma,Overall,2022,140
India,Gunma,Overall,2023,800
India,Hiroshima,Overall,2021,180
India,Hiroshima,Overall,2022,"1,050"
India,Hiroshima,Overall,2023,"12,530"
India,Hokkaido,Overall,2021,460
India,Hokkaido,Overall,2022,"1,560"
India,Hokkaido,Overall,2023,"9,430"
India,Hyogo,Overall,2021,"3,210"
India,Hyogo,Overall,2022,"1,400"
India,Hyogo,Overall,2023,"7,010"
India,Ibaraki,Overall,2021,190
India,Ibaraki,Overall,2022,"3,510"
India,Ibaraki,Overall,2023,"3,520"
India,Ishikawa,Overall,2021,30
India,Ishikawa,Overall,2022,350
India,Ishikawa,Overall,2023,"3,140"
India,Iwate,Overall,2021,60
India,Iwate,Overall,2022,190
India,Iwate,Overall,2023,430
India,Kagawa,Overall,2021,340
India,Kagawa,Overall,2022,550
India,Kagawa,Overall,2023,300
India,Kagoshima,Overall,2021,50
India,Kagoshima,Overall,2022,70
India,Kagoshima,Overall,2023,400
India,Kanagawa,Overall,2021,"3,850"
India,Kanagawa,Overall,2022,"14,210"
India,Kanagawa,Overall,2023,"35,420"
India,Kochi,Overall,2021,20
India,Kochi,Overall,2022,300
India,Kochi,Overall,2023,250
India,Kumamoto,Overall,2021,340
India,Kumamoto,Overall,2022,490
India,Kumamoto,Overall,2023,"1,100"
India,Kyoto,Overall,2021,570
India,Kyoto,Overall,2022,"8,480"
India,Kyoto,Overall,2023,"66,990"
India,Mie,Overall,2021,70
India,Mie,Overall,2022,270
India,Mie,Overall,2023,"1,040"
India,Miyagi,Overall,2021,230
India,Miyagi,Overall,2022,"1,190"
India,Miyagi,Overall,2023,"1,840"
India,Miyazaki,Overall,2021,20
India,Miyazaki,Overall,2022,90
India,Miyazaki,Overall,2023,210
India,Nagano,Overall,2021,150
India,Nagano,Overall,2022,410
India,Nagano,Overall,2023,"4,570"
India,Nagasaki,Overall,2021,80
India,Nagasaki,Overall,2022,280
India,Nagasaki,Overall,2023,580
India,Nara,Overall,2021,10
India,Nara,Overall,2022,140
India,Nara,Overall,2023,880
India,Niigata,Overall,2021,30
India,Niigata,Overall,2022,420
India,Niigata,Overall,2023,"1,000"
India,Oita,Overall,2021,450
India,Oita,Overall,2022,420
India,Oita,Overall,2023,"1,280"
India,Okayama,Overall,2021,90
India,Okayama,Overall,2022,180
India,Okayama,Overall,2023,"1,030"
India,Okinawa,Overall,2021,170
India,Okinawa,Overall,2022,280
India,Okinawa,Overall,2023,"2,010"
India,Osaka,Overall,2021,"6,830"
India,Osaka,Overall,2022,"11,130"
India,Osaka,Overall,2023,"90,060"
India,Saga,Overall,2021,10
India,Saga,Overall,2022,70
India,Saga,Overall,2023,280
India,Saitama,Overall,2021,140
India,Saitama,Overall,2022,770
India,Saitama,Overall,2023,"3,060"
India,Shiga,Overall,2021,20
India,Shiga,Overall,2022,410
India,Shiga,Overall,2023,"1,310"
India,Shimane,Overall,2021,40
India,Shimane,Overall,2022,160
India,Shimane,Overall,2023,940
India,Shizuoka,Overall,2021,820
India,Shizuoka,Overall,2022,"2,780"
India,Shizuoka,Overall,2023,"16,900"
India,Tochigi,Overall,2021,220
India,Tochigi,Overall,2022,"1,180"
India,Tochigi,Overall,2023,"3,390"
India,Tokushima,Overall,2021,60
India,Tokushima,Overall,2022,40
India,Tokushima,Overall,2023,210
India,Tokyo,Overall,2021,"14,370"
India,Tokyo,Overall,2022,"73,350"
India,Tokyo,Overall,2023,"295,210"
India,Tottori,Overall,2021,20
India,Tottori,Overall,2022,30
India,Tottori,Overall,2023,60
India,Toyama,Overall,2021,70
India,Toyama,Overall,2022,250
India,Toyama,Overall,2023,"1,390"
India,Wakayama,Overall,2021,40
India,Wakayama,Overall,2022,100
India,Wakayama,Overall,2023,380
India,Yamagata,Overall,2021,70
India,Yamagata,Overall,2022,210
India,Yamagata,Overall,2023,570
India,Yamaguchi,Overall,2021,170
India,Yamaguchi,Overall,2022,170
India,Yamaguchi,Overall,2023,280
India,Yamanashi,Overall,2021,90
India,Yamanashi,Overall,2022,340
India,Yamanashi,Overall,2023,"2,680"
Indonesia,Aichi,Overall,2021,"17,810"
Indonesia,Aichi,Overall,2022,"11,950"
Indonesia,Aichi,Overall,2023,"36,280"
Indonesia,Akita,Overall,2021,70
Indonesia,Akita,Overall,2022,50
Indonesia,Akita,Overall,2023,460
Indonesia,Aomori,Overall,2021,210
Indonesia,Aomori,Overall,2022,260
Indonesia,Aomori,Overall,2023,"2,650"
Indonesia,Chiba,Overall,2021,"16,590"
Indonesia,Chiba,Overall,2022,"14,530"
Indonesia,Chiba,Overall,2023,"56,970"
Indonesia,Ehime,Overall,2021,190
Indonesia,Ehime,Overall,2022,540
Indonesia,Ehime,Overall,2023,310
Indonesia,Fukui,Overall,2021,90
Indonesia,Fukui,Overall,2022,120
Indonesia,Fukui,Overall,2023,220
Indonesia,Fukuoka,Overall,2021,"1,600"
Indonesia,Fukuoka,Overall,2022,"6,130"
Indonesia,Fukuoka,Overall,2023,"12,040"
Indonesia,Fukushima,Overall,2021,290
Indonesia,Fukushima,Overall,2022,650
Indonesia,Fukushima,Overall,2023,"1,430"
Indonesia,Gifu,Overall,2021,210
Indonesia,Gifu,Overall,2022,"2,060"
Indonesia,Gifu,Overall,2023,"15,750"
Indonesia,Gunma,Overall,2021,80
Indonesia,Gunma,Overall,2022,430
Indonesia,Gunma,Overall,2023,"2,710"
Indonesia,Hiroshima,Overall,2021,250
Indonesia,Hiroshima,Overall,2022,"1,370"
Indonesia,Hiroshima,Overall,2023,"8,500"
Indonesia,Hokkaido,Overall,2021,520
Indonesia,Hokkaido,Overall,2022,"16,190"
Indonesia,Hokkaido,Overall,2023,"89,930"
Indonesia,Hyogo,Overall,2021,"1,440"
Indonesia,Hyogo,Overall,2022,"1,160"
Indonesia,Hyogo,Overall,2023,"5,700"
Indonesia,Ibaraki,Overall,2021,110
Indonesia,Ibaraki,Overall,2022,"1,900"
Indonesia,Ibaraki,Overall,2023,"1,770"
Indonesia,Ishikawa,Overall,2021,210
Indonesia,Ishikawa,Overall,2022,"1,780"
Indonesia,Ishikawa,Overall,2023,"20,130"
Indonesia,Iwate,Overall,2021,50
Indonesia,Iwate,Overall,2022,460
Indonesia,Iwate,Overall,2023,"1,250"
Indonesia,Kagawa,Overall,2021,190
Indonesia,Kagawa,Overall,2022,270
Indonesia,Kagawa,Overall,2023,360
Indonesia,Kagoshima,Overall,2021,40
Indonesia,Kagoshima,Overall,2022,240
Indonesia,Kagoshima,Overall,2023,830
Indonesia,Kanagawa,Overall,2021,"1,670"
Indonesia,Kanagawa,Overall,2022,"3,630"
Indonesia,Kanagawa,Overall,2023,"19,380"
Indonesia,Kochi,Overall,2021,170
Indonesia,Kochi,Overall,2022,180
Indonesia,Kochi,Overall,2023,290
Indonesia,Kumamoto,Overall,2021,970
Indonesia,Kumamoto,Overall,2022,950
Indonesia,Kumamoto,Overall,2023,"2,950"
Indonesia,Kyoto,Overall,2021,820
Indonesia,Kyoto,Overall,2022,"16,110"
Indonesia,Kyoto,Overall,2023,"111,820"
Indonesia,Mie,Overall,2021,740
Indonesia,Mie,Overall,2022,"1,540"
Indonesia,Mie,Overall,2023,"1,580"
Indonesia,Miyagi,Overall,2021,"1,020"
Indonesia,Miyagi,Overall,2022,"1,430"
Indonesia,Miyagi,Overall,2023,"3,210"
Indonesia,Miyazaki,Overall,2021,60
Indonesia,Miyazaki,Overall,2022,190
Indonesia,Miyazaki,Overall,2023,640
Indonesia,Nagano,Overall,2021,280
Indonesia,Nagano,Overall,2022,"4,500"
Indonesia,Nagano,Overall,2023,"30,670"
Indonesia,Nagasaki,Overall,2021,150
Indonesia,Nagasaki,Overall,2022,390
Indonesia,Nagasaki,Overall,2023,"2,320"
Indonesia,Nara,Overall,2021,30
Indonesia,Nara,Overall,2022,120
Indonesia,Nara,Overall,2023,"1,160"
Indonesia,Niigata,Overall,2021,180
Indonesia,Niigata,Overall,2022,"1,550"
Indonesia,Niigata,Overall,2023,"4,500"
Indonesia,Oita,Overall,2021,590
Indonesia,Oita,Overall,2022,540
Indonesia,Oita,Overall,2023,"2,110"
Indonesia,Okayama,Overall,2021,290
Indonesia,Okayama,Overall,2022,880
Indonesia,Okayama,Overall,2023,"1,510"
Indonesia,Okinawa,Overall,2021,150
Indonesia,Okinawa,Overall,2022,550
Indonesia,Okinawa,Overall,2023,"1,580"
Indonesia,Osaka,Overall,2021,"16,640"
Indonesia,Osaka,Overall,2022,"38,790"
Indonesia,Osaka,Overall,2023,"239,240"
Indonesia,Saga,Overall,2021,130
Indonesia,Saga,Overall,2022,110
Indonesia,Saga,Overall,2023,110
Indonesia,Saitama,Overall,2021,120
Indonesia,Saitama,Overall,2022,380
Indonesia,Saitama,Overall,2023,"2,000"
Indonesia,Shiga,Overall,2021,490
Indonesia,Shiga,Overall,2022,570
Indonesia,Shiga,Overall,2023,"1,550"
Indonesia,Shimane,Overall,2021,"1,040"
Indonesia,Shimane,Overall,2022,280
Indonesia,Shimane,Overall,2023,710
Indonesia,Shizuoka,Overall,2021,"1,860"
Indonesia,Shizuoka,Overall,2022,"4,490"
Indonesia,Shizuoka,Overall,2023,"26,950"
Indonesia,Tochigi,Overall,2021,800
Indonesia,Tochigi,Overall,2022,790
Indonesia,Tochigi,Overall,2023,"3,280"
Indonesia,Tokushima,Overall,2021,250
Indonesia,Tokushima,Overall,2022,190
Indonesia,Tokushima,Overall,2023,710
Indonesia,Tokyo,Overall,2021,"24,720"
Indonesia,Tokyo,Overall,2022,"139,750"
Indonesia,Tokyo,Overall,2023,"736,440"
Indonesia,Tottori,Overall,2021,50
Indonesia,Tottori,Overall,2022,50
Indonesia,Tottori,Overall,2023,170
Indonesia,Toyama,Overall,2021,150
Indonesia,Toyama,Overall,2022,580
Indonesia,Toyama,Overall,2023,"6,800"
Indonesia,Wakayama,Overall,2021,40
Indonesia,Wakayama,Overall,2022,240
Indonesia,Wakayama,Overall,2023,430
Indonesia,Yamagata,Overall,2021,90
Indonesia,Yamagata,Overall,2022,560
Indonesia,Yamagata,Overall,2023,"2,260"
Indonesia,Yamaguchi,Overall,2021,690
Indonesia,Yamaguchi,Overall,2022,540
Indonesia,Yamaguchi,Overall,2023,"1,000"
Indonesia,Yamanashi,Overall,2021,70
Indonesia,Yamanashi,Overall,2022,"4,290"
Indonesia,Yamanashi,Overall,2023,"32,140"
Italy,Aichi,Overall,2021,70
Italy,Aichi,Overall,2022,"1,420"
Italy,Aichi,Overall,2023,"8,550"
Italy,Akita,Overall,2021,0
Italy,Akita,Overall,2022,10
Italy,Akita,Overall,2023,220
Italy,Aomori,Overall,2021,20
Italy,Aomori,Overall,2022,70
Italy,Aomori,Overall,2023,700
Italy,Chiba,Overall,2021,"1,300"
Italy,Chiba,Overall,2022,"1,850"
Italy,Chiba,Overall,2023,"9,470"
Italy,Ehime,Overall,2021,440
Italy,Ehime,Overall,2022,330
Italy,Ehime,Overall,2023,720
Italy,Fukui,Overall,2021,0
Italy,Fukui,Overall,2022,60
Italy,Fukui,Overall,2023,120
Italy,Fukuoka,Overall,2021,860
Italy,Fukuoka,Overall,2022,"1,290"
Italy,Fukuoka,Overall,2023,"5,080"
Italy,Fukushima,Overall,2021,350
Italy,Fukushima,Overall,2022,440
Italy,Fukushima,Overall,2023,280
Italy,Gifu,Overall,2021,20
Italy,Gifu,Overall,2022,930
Italy,Gifu,Overall,2023,"24,350"
Italy,Gunma,Overall,2021,50
Italy,Gunma,Overall,2022,160
Italy,Gunma,Overall,2023,"1,740"
Italy,Hiroshima,Overall,2021,50
Italy,Hiroshima,Overall,2022,"1,290"
Italy,Hiroshima,Overall,2023,"32,700"
Italy,Hokkaido,Overall,2021,270
Italy,Hokkaido,Overall,2022,850
Italy,Hokkaido,Overall,2023,"6,280"
Italy,Hyogo,Overall,2021,250
Italy,Hyogo,Overall,2022,"1,040"
Italy,Hyogo,Overall,2023,"5,420"
Italy,Ibaraki,Overall,2021,10
Italy,Ibaraki,Overall,2022,"1,460"
Italy,Ibaraki,Overall,2023,"2,980"
Italy,Ishikawa,Overall,2021,30
Italy,Ishikawa,Overall,2022,"1,740"
Italy,Ishikawa,Overall,2023,"46,600"
Italy,Iwate,Overall,2021,20
Italy,Iwate,Overall,2022,40
Italy,Iwate,Overall,2023,540
Italy,Kagawa,Overall,2021,20
Italy,Kagawa,Overall,2022,270
Italy,Kagawa,Overall,2023,"1,190"
Italy,Kagoshima,Overall,2021,10
Italy,Kagoshima,Overall,2022,80
Italy,Kagoshima,Overall,2023,"1,060"
Italy,Kanagawa,Overall,2021,"1,050"
Italy,Kanagawa,Overall,2022,"2,630"
Italy,Kanagawa,Overall,2023,"17,030"
Italy,Kochi,Overall,2021,10
Italy,Kochi,Overall,2022,30
Italy,Kochi,Overall,2023,270
Italy,Kumamoto,Overall,2021,10
Italy,Kumamoto,Overall,2022,240
Italy,Kumamoto,Overall,2023,"1,370"
Italy,Kyoto,Overall,2021,420
Italy,Kyoto,Overall,2022,"15,800"
Italy,Kyoto,Overall,2023,"286,660"
Italy,Mie,Overall,2021,20
Italy,Mie,Overall,2022,850
Italy,Mie,Overall,2023,680
Italy,Miyagi,Overall,2021,"1,240"
Italy,Miyagi,Overall,2022,470
Italy,Miyagi,Overall,2023,"1,800"
Italy,Miyazaki,Overall,2021,0
Italy,Miyazaki,Overall,2022,70
Italy,Miyazaki,Overall,2023,230
Italy,Nagano,Overall,2021,20
Italy,Nagano,Overall,2022,490
Italy,Nagano,Overall,2023,"4,490"
Italy,Nagasaki,Overall,2021,10
Italy,Nagasaki,Overall,2022,160
Italy,Nagasaki,Overall,2023,"1,210"
Italy,Nara,Overall,2021,30
Italy,Nara,Overall,2022,230
Italy,Nara,Overall,2023,"4,420"
Italy,Niigata,Overall,2021,60
Italy,Niigata,Overall,2022,180
Italy,Niigata,Overall,2023,510
Italy,Oita,Overall,2021,90
Italy,Oita,Overall,2022,80
Italy,Oita,Overall,2023,900
Italy,Okayama,Overall,2021,290
Italy,Okayama,Overall,2022,990
Italy,Okayama,Overall,2023,"4,320"
Italy,Okinawa,Overall,2021,120
Italy,Okinawa,Overall,2022,400
Italy,Okinawa,Overall,2023,"7,130"
Italy,Osaka,Overall,2021,970
Italy,Osaka,Overall,2022,"7,090"
Italy,Osaka,Overall,2023,"82,110"
Italy,Saga,Overall,2021,0
Italy,Saga,Overall,2022,180
Italy,Saga,Overall,2023,200
Italy,Saitama,Overall,2021,320
Italy,Saitama,Overall,2022,810
Italy,Saitama,Overall,2023,"1,730"
Italy,Shiga,Overall,2021,20
Italy,Shiga,Overall,2022,50
Italy,Shiga,Overall,2023,560
Italy,Shimane,Overall,2021,0
Italy,Shimane,Overall,2022,100
Italy,Shimane,Overall,2023,210
Italy,Shizuoka,Overall,2021,"1,230"
Italy,Shizuoka,Overall,2022,"1,650"
Italy,Shizuoka,Overall,2023,"5,580"
Italy,Tochigi,Overall,2021,230
Italy,Tochigi,Overall,2022,370
Italy,Tochigi,Overall,2023,"2,120"
Italy,Tokushima,Overall,2021,0
Italy,Tokushima,Overall,2022,110
Italy,Tokushima,Overall,2023,680
Italy,Tokyo,Overall,2021,"38,280"
Italy,Tokyo,Overall,2022,"50,580"
Italy,Tokyo,Overall,2023,"441,260"
Italy,Tottori,Overall,2021,0
Italy,Tottori,Overall,2022,40
Italy,Tottori,Overall,2023,70
Italy,Toyama,Overall,2021,0
Italy,Toyama,Overall,2022,690
Italy,Toyama,Overall,2023,670
Italy,Wakayama,Overall,2021,0
Italy,Wakayama,Overall,2022,160
Italy,Wakayama,Overall,2023,800
Italy,Yamagata,Overall,2021,10
Italy,Yamagata,Overall,2022,150
Italy,Yamagata,Overall,2023,460
Italy,Yamaguchi,Overall,2021,60
Italy,Yamaguchi,Overall,2022,370
Italy,Yamaguchi,Overall,2023,440
Italy,Yamanashi,Overall,2021,810
Italy,Yamanashi,Overall,2022,110
Italy,Yamanashi,Overall,2023,"2,100"
Malaysia,Aichi,Overall,2021,320
Malaysia,Aichi,Overall,2022,"2,780"
Malaysia,Aichi,Overall,2023,"22,140"
Malaysia,Akita,Overall,2021,10
Malaysia,Akita,Overall,2022,270
Malaysia,Akita,Overall,2023,860
Malaysia,Aomori,Overall,2021,380
Malaysia,Aomori,Overall,2022,490
Malaysia,Aomori,Overall,2023,"4,070"
Malaysia,Chiba,Overall,2021,"5,910"
Malaysia,Chiba,Overall,2022,"12,070"
Malaysia,Chiba,Overall,2023,"62,330"
Malaysia,Ehime,Overall,2021,90
Malaysia,Ehime,Overall,2022,140
Malaysia,Ehime,Overall,2023,640
Malaysia,Fukui,Overall,2021,20
Malaysia,Fukui,Overall,2022,190
Malaysia,Fukui,Overall,2023,200
Malaysia,Fukuoka,Overall,2021,210
Malaysia,Fukuoka,Overall,2022,"2,690"
Malaysia,Fukuoka,Overall,2023,"22,730"
Malaysia,Fukushima,Overall,2021,40
Malaysia,Fukushima,Overall,2022,490
Malaysia,Fukushima,Overall,2023,"2,650"
Malaysia,Gifu,Overall,2021,220
Malaysia,Gifu,Overall,2022,"2,800"
Malaysia,Gifu,Overall,2023,"26,510"
Malaysia,Gunma,Overall,2021,60
Malaysia,Gunma,Overall,2022,610
Malaysia,Gunma,Overall,2023,"3,860"
Malaysia,Hiroshima,Overall,2021,80
Malaysia,Hiroshima,Overall,2022,810
Malaysia,Hiroshima,Overall,2023,"3,720"
Malaysia,Hokkaido,Overall,2021,240
Malaysia,Hokkaido,Overall,2022,"45,840"
Malaysia,Hokkaido,Overall,2023,"171,890"
Malaysia,Hyogo,Overall,2021,70
Malaysia,Hyogo,Overall,2022,"2,090"
Malaysia,Hyogo,Overall,2023,"12,230"
Malaysia,Ibaraki,Overall,2021,10
Malaysia,Ibaraki,Overall,2022,430
Malaysia,Ibaraki,Overall,2023,"2,160"
Malaysia,Ishikawa,Overall,2021,50
Malaysia,Ishikawa,Overall,2022,"1,820"
Malaysia,Ishikawa,Overall,2023,"15,880"
Malaysia,Iwate,Overall,2021,90
Malaysia,Iwate,Overall,2022,360
Malaysia,Iwate,Overall,2023,"3,670"
Malaysia,Kagawa,Overall,2021,10
Malaysia,Kagawa,Overall,2022,230
Malaysia,Kagawa,Overall,2023,740
Malaysia,Kagoshima,Overall,2021,10
Malaysia,Kagoshima,Overall,2022,280
Malaysia,Kagoshima,Overall,2023,"2,210"
Malaysia,Kanagawa,Overall,2021,700
Malaysia,Kanagawa,Overall,2022,"6,240"
Malaysia,Kanagawa,Overall,2023,"36,830"
Malaysia,Kochi,Overall,2021,0
Malaysia,Kochi,Overall,2022,200
Malaysia,Kochi,Overall,2023,350
Malaysia,Kumamoto,Overall,2021,300
Malaysia,Kumamoto,Overall,2022,610
Malaysia,Kumamoto,Overall,2023,"6,420"
Malaysia,Kyoto,Overall,2021,470
Malaysia,Kyoto,Overall,2022,"17,370"
Malaysia,Kyoto,Overall,2023,"136,630"
Malaysia,Mie,Overall,2021,180
