Country/Area,Item1,Purpose,Year,Overnight Stays
Malaysia,Mie,Overall,2022,300
Malaysia,Mie,Overall,2023,"1,390"
Malaysia,Miyagi,Overall,2021,70
Malaysia,Miyagi,Overall,2022,"2,130"
Malaysia,Miyagi,Overall,2023,"11,220"
Malaysia,Miyazaki,Overall,2021,20
Malaysia,Miyazaki,Overall,2022,60
Malaysia,Miyazaki,Overall,2023,950
Malaysia,Nagano,Overall,2021,140
Malaysia,Nagano,Overall,2022,"2,110"
Malaysia,Nagano,Overall,2023,"23,160"
Malaysia,Nagasaki,Overall,2021,70
Malaysia,Nagasaki,Overall,2022,600
Malaysia,Nagasaki,Overall,2023,"2,780"
Malaysia,Nara,Overall,2021,20
Malaysia,Nara,Overall,2022,130
Malaysia,Nara,Overall,2023,"1,950"
Malaysia,Niigata,Overall,2021,180
Malaysia,Niigata,Overall,2022,"1,830"
Malaysia,Niigata,Overall,2023,"4,210"
Malaysia,Oita,Overall,2021,30
Malaysia,Oita,Overall,2022,"1,240"
Malaysia,Oita,Overall,2023,"5,020"
Malaysia,Okayama,Overall,2021,40
Malaysia,Okayama,Overall,2022,410
Malaysia,Okayama,Overall,2023,"2,130"
Malaysia,Okinawa,Overall,2021,90
Malaysia,Okinawa,Overall,2022,770
Malaysia,Okinawa,Overall,2023,"7,670"
Malaysia,Osaka,Overall,2021,"1,200"
Malaysia,Osaka,Overall,2022,"45,530"
Malaysia,Osaka,Overall,2023,"272,140"
Malaysia,Saga,Overall,2021,10
Malaysia,Saga,Overall,2022,190
Malaysia,Saga,Overall,2023,950
Malaysia,Saitama,Overall,2021,60
Malaysia,Saitama,Overall,2022,380
Malaysia,Saitama,Overall,2023,"2,050"
Malaysia,Shiga,Overall,2021,80
Malaysia,Shiga,Overall,2022,680
Malaysia,Shiga,Overall,2023,"3,170"
Malaysia,Shimane,Overall,2021,30
Malaysia,Shimane,Overall,2022,150
Malaysia,Shimane,Overall,2023,250
Malaysia,Shizuoka,Overall,2021,220
Malaysia,Shizuoka,Overall,2022,"3,440"
Malaysia,Shizuoka,Overall,2023,"39,170"
Malaysia,Tochigi,Overall,2021,70
Malaysia,Tochigi,Overall,2022,800
Malaysia,Tochigi,Overall,2023,"4,610"
Malaysia,Tokushima,Overall,2021,20
Malaysia,Tokushima,Overall,2022,60
Malaysia,Tokushima,Overall,2023,800
Malaysia,Tokyo,Overall,2021,"7,640"
Malaysia,Tokyo,Overall,2022,"90,730"
Malaysia,Tokyo,Overall,2023,"537,040"
Malaysia,Tottori,Overall,2021,0
Malaysia,Tottori,Overall,2022,150
Malaysia,Tottori,Overall,2023,380
Malaysia,Toyama,Overall,2021,40
Malaysia,Toyama,Overall,2022,400
Malaysia,Toyama,Overall,2023,"4,150"
Malaysia,Wakayama,Overall,2021,50
Malaysia,Wakayama,Overall,2022,220
Malaysia,Wakayama,Overall,2023,"1,310"
Malaysia,Yamagata,Overall,2021,40
Malaysia,Yamagata,Overall,2022,550
Malaysia,Yamagata,Overall,2023,"5,780"
Malaysia,Yamaguchi,Overall,2021,20
Malaysia,Yamaguchi,Overall,2022,290
Malaysia,Yamaguchi,Overall,2023,420
Malaysia,Yamanashi,Overall,2021,40
Malaysia,Yamanashi,Overall,2022,"3,700"
Malaysia,Yamanashi,Overall,2023,"31,190"
Philippines,Aichi,Overall,2021,"11,510"
Philippines,Aichi,Overall,2022,"27,740"
Philippines,Aichi,Overall,2023,"55,430"
Philippines,Akita,Overall,2021,230
Philippines,Akita,Overall,2022,100
Philippines,Akita,Overall,2023,500
Philippines,Aomori,Overall,2021,950
Philippines,Aomori,Overall,2022,360
Philippines,Aomori,Overall,2023,"2,010"
Philippines,Chiba,Overall,2021,"58,790"
Philippines,Chiba,Overall,2022,"47,360"
Philippines,Chiba,Overall,2023,"85,690"
Philippines,Ehime,Overall,2021,"1,850"
Philippines,Ehime,Overall,2022,"3,370"
Philippines,Ehime,Overall,2023,"1,390"
Philippines,Fukui,Overall,2021,120
Philippines,Fukui,Overall,2022,460
Philippines,Fukui,Overall,2023,540
Philippines,Fukuoka,Overall,2021,"37,180"
Philippines,Fukuoka,Overall,2022,"16,820"
Philippines,Fukuoka,Overall,2023,"42,930"
Philippines,Fukushima,Overall,2021,780
Philippines,Fukushima,Overall,2022,280
Philippines,Fukushima,Overall,2023,850
Philippines,Gifu,Overall,2021,450
Philippines,Gifu,Overall,2022,830
Philippines,Gifu,Overall,2023,"3,650"
Philippines,Gunma,Overall,2021,560
Philippines,Gunma,Overall,2022,480
Philippines,Gunma,Overall,2023,"2,180"
Philippines,Hiroshima,Overall,2021,"2,380"
Philippines,Hiroshima,Overall,2022,"1,710"
Philippines,Hiroshima,Overall,2023,"4,880"
Philippines,Hokkaido,Overall,2021,820
Philippines,Hokkaido,Overall,2022,"10,010"
Philippines,Hokkaido,Overall,2023,"78,100"
Philippines,Hyogo,Overall,2021,"12,190"
Philippines,Hyogo,Overall,2022,"2,470"
Philippines,Hyogo,Overall,2023,"9,790"
Philippines,Ibaraki,Overall,2021,"1,060"
Philippines,Ibaraki,Overall,2022,"1,390"
Philippines,Ibaraki,Overall,2023,"3,630"
Philippines,Ishikawa,Overall,2021,200
Philippines,Ishikawa,Overall,2022,640
Philippines,Ishikawa,Overall,2023,"4,750"
Philippines,Iwate,Overall,2021,420
Philippines,Iwate,Overall,2022,270
Philippines,Iwate,Overall,2023,600
Philippines,Kagawa,Overall,2021,890
Philippines,Kagawa,Overall,2022,220
Philippines,Kagawa,Overall,2023,580
Philippines,Kagoshima,Overall,2021,210
Philippines,Kagoshima,Overall,2022,450
Philippines,Kagoshima,Overall,2023,530
Philippines,Kanagawa,Overall,2021,"16,140"
Philippines,Kanagawa,Overall,2022,"15,020"
Philippines,Kanagawa,Overall,2023,"32,840"
Philippines,Kochi,Overall,2021,50
Philippines,Kochi,Overall,2022,190
Philippines,Kochi,Overall,2023,270
Philippines,Kumamoto,Overall,2021,"2,240"
Philippines,Kumamoto,Overall,2022,"2,350"
Philippines,Kumamoto,Overall,2023,"6,310"
Philippines,Kyoto,Overall,2021,"1,170"
Philippines,Kyoto,Overall,2022,"10,370"
Philippines,Kyoto,Overall,2023,"73,080"
Philippines,Mie,Overall,2021,"3,980"
Philippines,Mie,Overall,2022,"3,160"
Philippines,Mie,Overall,2023,"1,610"
Philippines,Miyagi,Overall,2021,280
Philippines,Miyagi,Overall,2022,440
Philippines,Miyagi,Overall,2023,"1,470"
Philippines,Miyazaki,Overall,2021,280
Philippines,Miyazaki,Overall,2022,80
Philippines,Miyazaki,Overall,2023,740
Philippines,Nagano,Overall,2021,380
Philippines,Nagano,Overall,2022,"1,620"
Philippines,Nagano,Overall,2023,"8,600"
Philippines,Nagasaki,Overall,2021,370
Philippines,Nagasaki,Overall,2022,870
Philippines,Nagasaki,Overall,2023,"2,240"
Philippines,Nara,Overall,2021,80
Philippines,Nara,Overall,2022,160
Philippines,Nara,Overall,2023,"1,140"
Philippines,Niigata,Overall,2021,270
Philippines,Niigata,Overall,2022,530
Philippines,Niigata,Overall,2023,"2,450"
Philippines,Oita,Overall,2021,"4,310"
Philippines,Oita,Overall,2022,"4,390"
Philippines,Oita,Overall,2023,"5,160"
Philippines,Okayama,Overall,2021,"1,080"
Philippines,Okayama,Overall,2022,"2,380"
Philippines,Okayama,Overall,2023,"1,810"
Philippines,Okinawa,Overall,2021,780
Philippines,Okinawa,Overall,2022,770
Philippines,Okinawa,Overall,2023,"3,210"
Philippines,Osaka,Overall,2021,"23,580"
Philippines,Osaka,Overall,2022,"47,860"
Philippines,Osaka,Overall,2023,"339,680"
Philippines,Saga,Overall,2021,840
Philippines,Saga,Overall,2022,640
Philippines,Saga,Overall,2023,420
Philippines,Saitama,Overall,2021,530
Philippines,Saitama,Overall,2022,850
Philippines,Saitama,Overall,2023,"2,680"
Philippines,Shiga,Overall,2021,110
Philippines,Shiga,Overall,2022,320
Philippines,Shiga,Overall,2023,950
Philippines,Shimane,Overall,2021,290
Philippines,Shimane,Overall,2022,280
Philippines,Shimane,Overall,2023,470
Philippines,Shizuoka,Overall,2021,"9,160"
Philippines,Shizuoka,Overall,2022,"4,710"
Philippines,Shizuoka,Overall,2023,"9,870"
Philippines,Tochigi,Overall,2021,650
Philippines,Tochigi,Overall,2022,550
Philippines,Tochigi,Overall,2023,
Philippines,Tokushima,Overall,2021,30
Philippines,Tokushima,Overall,2022,60
Philippines,Tokushima,Overall,2023,350
Philippines,Tokyo,Overall,2021,"19,350"
Philippines,Tokyo,Overall,2022,"108,820"
Philippines,Tokyo,Overall,2023,"694,360"
Philippines,Tottori,Overall,2021,240
Philippines,Tottori,Overall,2022,120
Philippines,Tottori,Overall,2023,170
Philippines,Toyama,Overall,2021,110
Philippines,Toyama,Overall,2022,130
Philippines,Toyama,Overall,2023,"1,140"
Philippines,Wakayama,Overall,2021,150
Philippines,Wakayama,Overall,2022,"1,810"
Philippines,Wakayama,Overall,2023,530
Philippines,Yamagata,Overall,2021,620
Philippines,Yamagata,Overall,2022,410
Philippines,Yamagata,Overall,2023,680
Philippines,Yamaguchi,Overall,2021,730
Philippines,Yamaguchi,Overall,2022,490
Philippines,Yamaguchi,Overall,2023,370
Philippines,Yamanashi,Overall,2021,100
Philippines,Yamanashi,Overall,2022,"1,090"
Philippines,Yamanashi,Overall,2023,"6,860"
Russia,Aichi,Overall,2021,370
Russia,Aichi,Overall,2022,390
Russia,Aichi,Overall,2023,"2,590"
Russia,Akita,Overall,2021,0
Russia,Akita,Overall,2022,10
Russia,Akita,Overall,2023,130
Russia,Aomori,Overall,2021,120
Russia,Aomori,Overall,2022,40
Russia,Aomori,Overall,2023,230
Russia,Chiba,Overall,2021,"3,790"
Russia,Chiba,Overall,2022,"1,350"
Russia,Chiba,Overall,2023,"3,820"
Russia,Ehime,Overall,2021,90
Russia,Ehime,Overall,2022,50
Russia,Ehime,Overall,2023,150
Russia,Fukui,Overall,2021,30
Russia,Fukui,Overall,2022,120
Russia,Fukui,Overall,2023,100
Russia,Fukuoka,Overall,2021,"1,810"
Russia,Fukuoka,Overall,2022,400
Russia,Fukuoka,Overall,2023,"1,370"
Russia,Fukushima,Overall,2021,140
Russia,Fukushima,Overall,2022,210
Russia,Fukushima,Overall,2023,160
Russia,Gifu,Overall,2021,30
Russia,Gifu,Overall,2022,50
Russia,Gifu,Overall,2023,430
Russia,Gunma,Overall,2021,50
Russia,Gunma,Overall,2022,100
Russia,Gunma,Overall,2023,430
Russia,Hiroshima,Overall,2021,250
Russia,Hiroshima,Overall,2022,460
Russia,Hiroshima,Overall,2023,"1,940"
Russia,Hokkaido,Overall,2021,320
Russia,Hokkaido,Overall,2022,810
Russia,Hokkaido,Overall,2023,"2,850"
Russia,Hyogo,Overall,2021,140
Russia,Hyogo,Overall,2022,350
Russia,Hyogo,Overall,2023,"1,130"
Russia,Ibaraki,Overall,2021,30
Russia,Ibaraki,Overall,2022,60
Russia,Ibaraki,Overall,2023,240
Russia,Ishikawa,Overall,2021,210
Russia,Ishikawa,Overall,2022,290
Russia,Ishikawa,Overall,2023,"1,580"
Russia,Iwate,Overall,2021,50
Russia,Iwate,Overall,2022,20
Russia,Iwate,Overall,2023,120
Russia,Kagawa,Overall,2021,0
Russia,Kagawa,Overall,2022,50
Russia,Kagawa,Overall,2023,160
Russia,Kagoshima,Overall,2021,0
Russia,Kagoshima,Overall,2022,60
Russia,Kagoshima,Overall,2023,340
Russia,Kanagawa,Overall,2021,"3,190"
Russia,Kanagawa,Overall,2022,"1,180"
Russia,Kanagawa,Overall,2023,"5,810"
Russia,Kochi,Overall,2021,10
Russia,Kochi,Overall,2022,150
Russia,Kochi,Overall,2023,20
Russia,Kumamoto,Overall,2021,110
Russia,Kumamoto,Overall,2022,310
Russia,Kumamoto,Overall,2023,
Russia,Kyoto,Overall,2021,520
Russia,Kyoto,Overall,2022,"6,140"
Russia,Kyoto,Overall,2023,"28,740"
Russia,Mie,Overall,2021,"1,200"
Russia,Mie,Overall,2022,100
Russia,Mie,Overall,2023,220
Russia,Miyagi,Overall,2021,50
Russia,Miyagi,Overall,2022,290
Russia,Miyagi,Overall,2023,550
Russia,Miyazaki,Overall,2021,10
Russia,Miyazaki,Overall,2022,"1,760"
Russia,Miyazaki,Overall,2023,"2,570"
Russia,Nagano,Overall,2021,50
Russia,Nagano,Overall,2022,140
Russia,Nagano,Overall,2023,"1,200"
Russia,Nagasaki,Overall,2021,0
Russia,Nagasaki,Overall,2022,10
Russia,Nagasaki,Overall,2023,150
Russia,Nara,Overall,2021,10
Russia,Nara,Overall,2022,160
Russia,Nara,Overall,2023,780
Russia,Niigata,Overall,2021,110
Russia,Niigata,Overall,2022,260
Russia,Niigata,Overall,2023,320
Russia,Oita,Overall,2021,50
Russia,Oita,Overall,2022,150
Russia,Oita,Overall,2023,390
Russia,Okayama,Overall,2021,90
Russia,Okayama,Overall,2022,160
Russia,Okayama,Overall,2023,500
Russia,Okinawa,Overall,2021,260
Russia,Okinawa,Overall,2022,490
Russia,Okinawa,Overall,2023,"3,050"
Russia,Osaka,Overall,2021,"2,530"
Russia,Osaka,Overall,2022,"3,400"
Russia,Osaka,Overall,2023,"19,410"
Russia,Saga,Overall,2021,0
Russia,Saga,Overall,2022,0
Russia,Saga,Overall,2023,50
Russia,Saitama,Overall,2021,200
Russia,Saitama,Overall,2022,40
Russia,Saitama,Overall,2023,440
Russia,Shiga,Overall,2021,10
Russia,Shiga,Overall,2022,430
Russia,Shiga,Overall,2023,120
Russia,Shimane,Overall,2021,0
Russia,Shimane,Overall,2022,80
Russia,Shimane,Overall,2023,80
Russia,Shizuoka,Overall,2021,360
Russia,Shizuoka,Overall,2022,170
Russia,Shizuoka,Overall,2023,"1,140"
Russia,Tochigi,Overall,2021,80
Russia,Tochigi,Overall,2022,50
Russia,Tochigi,Overall,2023,550
Russia,Tokushima,Overall,2021,0
Russia,Tokushima,Overall,2022,20
Russia,Tokushima,Overall,2023,120
Russia,Tokyo,Overall,2021,"19,060"
Russia,Tokyo,Overall,2022,"21,430"
Russia,Tokyo,Overall,2023,"103,730"
Russia,Tottori,Overall,2021,10
Russia,Tottori,Overall,2022,0
Russia,Tottori,Overall,2023,20
Russia,Toyama,Overall,2021,740
Russia,Toyama,Overall,2022,400
Russia,Toyama,Overall,2023,510
Russia,Wakayama,Overall,2021,60
Russia,Wakayama,Overall,2022,50
Russia,Wakayama,Overall,2023,330
Russia,Yamagata,Overall,2021,40
Russia,Yamagata,Overall,2022,50
Russia,Yamagata,Overall,2023,190
Russia,Yamaguchi,Overall,2021,70
Russia,Yamaguchi,Overall,2022,20
Russia,Yamaguchi,Overall,2023,
Russia,Yamanashi,Overall,2021,250
Russia,Yamanashi,Overall,2022,300
Russia,Yamanashi,Overall,2023,"1,160"
Singapore,Aichi,Overall,2021,440
Singapore,Aichi,Overall,2022,"11,560"
Singapore,Aichi,Overall,2023,"65,650"
Singapore,Akita,Overall,2021,40
Singapore,Akita,Overall,2022,440
Singapore,Akita,Overall,2023,"2,650"
Singapore,Aomori,Overall,2021,40
Singapore,Aomori,Overall,2022,"1,740"
Singapore,Aomori,Overall,2023,"11,670"
Singapore,Chiba,Overall,2021,"5,120"
Singapore,Chiba,Overall,2022,"36,540"
Singapore,Chiba,Overall,2023,"115,990"
Singapore,Ehime,Overall,2021,30
Singapore,Ehime,Overall,2022,"1,220"
Singapore,Ehime,Overall,2023,"3,960"
Singapore,Fukui,Overall,2021,20
Singapore,Fukui,Overall,2022,330
Singapore,Fukui,Overall,2023,"1,050"
Singapore,Fukuoka,Overall,2021,300
Singapore,Fukuoka,Overall,2022,"9,960"
Singapore,Fukuoka,Overall,2023,"76,650"
Singapore,Fukushima,Overall,2021,40
Singapore,Fukushima,Overall,2022,770
Singapore,Fukushima,Overall,2023,"3,410"
Singapore,Gifu,Overall,2021,40
Singapore,Gifu,Overall,2022,"6,760"
Singapore,Gifu,Overall,2023,"27,990"
Singapore,Gunma,Overall,2021,20
Singapore,Gunma,Overall,2022,"1,910"
Singapore,Gunma,Overall,2023,"9,000"
Singapore,Hiroshima,Overall,2021,970
Singapore,Hiroshima,Overall,2022,"3,360"
Singapore,Hiroshima,Overall,2023,"17,030"
Singapore,Hokkaido,Overall,2021,340
Singapore,Hokkaido,Overall,2022,"86,110"
Singapore,Hokkaido,Overall,2023,"401,670"
Singapore,Hyogo,Overall,2021,230
Singapore,Hyogo,Overall,2022,"4,400"
Singapore,Hyogo,Overall,2023,"26,120"
Singapore,Ibaraki,Overall,2021,20
Singapore,Ibaraki,Overall,2022,520
Singapore,Ibaraki,Overall,2023,"2,990"
Singapore,Ishikawa,Overall,2021,200
Singapore,Ishikawa,Overall,2022,"7,700"
Singapore,Ishikawa,Overall,2023,"34,800"
Singapore,Iwate,Overall,2021,40
Singapore,Iwate,Overall,2022,"1,490"
Singapore,Iwate,Overall,2023,"4,640"
Singapore,Kagawa,Overall,2021,10
Singapore,Kagawa,Overall,2022,"1,160"
Singapore,Kagawa,Overall,2023,"3,470"
Singapore,Kagoshima,Overall,2021,40
Singapore,Kagoshima,Overall,2022,"1,740"
Singapore,Kagoshima,Overall,2023,"9,780"
Singapore,Kanagawa,Overall,2021,590
Singapore,Kanagawa,Overall,2022,"14,160"
Singapore,Kanagawa,Overall,2023,"75,430"
Singapore,Kochi,Overall,2021,140
Singapore,Kochi,Overall,2022,910
Singapore,Kochi,Overall,2023,"2,670"
Singapore,Kumamoto,Overall,2021,50
Singapore,Kumamoto,Overall,2022,"3,900"
Singapore,Kumamoto,Overall,2023,"25,230"
Singapore,Kyoto,Overall,2021,830
Singapore,Kyoto,Overall,2022,"71,570"
Singapore,Kyoto,Overall,2023,"329,930"
Singapore,Mie,Overall,2021,30
Singapore,Mie,Overall,2022,"1,120"
Singapore,Mie,Overall,2023,"3,570"
Singapore,Miyagi,Overall,2021,280
Singapore,Miyagi,Overall,2022,"2,280"
Singapore,Miyagi,Overall,2023,"9,110"
Singapore,Miyazaki,Overall,2021,10
Singapore,Miyazaki,Overall,2022,520
Singapore,Miyazaki,Overall,2023,"4,520"
Singapore,Nagano,Overall,2021,140
Singapore,Nagano,Overall,2022,"14,160"
Singapore,Nagano,Overall,2023,"66,180"
Singapore,Nagasaki,Overall,2021,40
Singapore,Nagasaki,Overall,2022,"1,330"
Singapore,Nagasaki,Overall,2023,"9,960"
Singapore,Nara,Overall,2021,30
Singapore,Nara,Overall,2022,690
Singapore,Nara,Overall,2023,"5,190"
Singapore,Niigata,Overall,2021,50
Singapore,Niigata,Overall,2022,"3,410"
Singapore,Niigata,Overall,2023,"15,500"
Singapore,Oita,Overall,2021,40
Singapore,Oita,Overall,2022,"2,470"
Singapore,Oita,Overall,2023,"17,740"
Singapore,Okayama,Overall,2021,170
Singapore,Okayama,Overall,2022,"1,430"
Singapore,Okayama,Overall,2023,"6,080"
Singapore,Okinawa,Overall,2021,380
Singapore,Okinawa,Overall,2022,"1,970"
Singapore,Okinawa,Overall,2023,"19,530"
Singapore,Osaka,Overall,2021,"1,740"
Singapore,Osaka,Overall,2022,"99,670"
Singapore,Osaka,Overall,2023,"588,890"
Singapore,Saga,Overall,2021,120
Singapore,Saga,Overall,2022,260
Singapore,Saga,Overall,2023,"2,300"
Singapore,Saitama,Overall,2021,40
Singapore,Saitama,Overall,2022,480
Singapore,Saitama,Overall,2023,"2,850"
Singapore,Shiga,Overall,2021,40
Singapore,Shiga,Overall,2022,"1,600"
Singapore,Shiga,Overall,2023,"6,350"
Singapore,Shimane,Overall,2021,80
Singapore,Shimane,Overall,2022,110
Singapore,Shimane,Overall,2023,790
Singapore,Shizuoka,Overall,2021,710
Singapore,Shizuoka,Overall,2022,"5,010"
Singapore,Shizuoka,Overall,2023,"33,950"
Singapore,Tochigi,Overall,2021,40
Singapore,Tochigi,Overall,2022,"1,240"
Singapore,Tochigi,Overall,2023,"7,130"
Singapore,Tokushima,Overall,2021,10
Singapore,Tokushima,Overall,2022,470
Singapore,Tokushima,Overall,2023,"2,670"
Singapore,Tokyo,Overall,2021,"11,740"
Singapore,Tokyo,Overall,2022,"333,410"
Singapore,Tokyo,Overall,2023,"1,391,880"
Singapore,Tottori,Overall,2021,10
Singapore,Tottori,Overall,2022,240
Singapore,Tottori,Overall,2023,"1,370"
Singapore,Toyama,Overall,2021,90
Singapore,Toyama,Overall,2022,"1,010"
Singapore,Toyama,Overall,2023,"13,070"
Singapore,Wakayama,Overall,2021,20
Singapore,Wakayama,Overall,2022,"2,850"
Singapore,Wakayama,Overall,2023,"6,160"
Singapore,Yamagata,Overall,2021,50
Singapore,Yamagata,Overall,2022,"1,100"
Singapore,Yamagata,Overall,2023,"6,310"
Singapore,Yamaguchi,Overall,2021,170
Singapore,Yamaguchi,Overall,2022,500
Singapore,Yamaguchi,Overall,2023,880
Singapore,Yamanashi,Overall,2021,50
Singapore,Yamanashi,Overall,2022,"8,000"
Singapore,Yamanashi,Overall,2023,"55,700"
South Korea,Aichi,Overall,2021,"3,150"
South Korea,Aichi,Overall,2022,"26,790"
South Korea,Aichi,Overall,2023,"212,100"
South Korea,Akita,Overall,2021,100
South Korea,Akita,Overall,2022,840
South Korea,Akita,Overall,2023,"3,090"
South Korea,Aomori,Overall,2021,320
South Korea,Aomori,Overall,2022,950
South Korea,Aomori,Overall,2023,"10,010"
South Korea,Chiba,Overall,2021,"10,520"
South Korea,Chiba,Overall,2022,"37,330"
South Korea,Chiba,Overall,2023,"193,510"
South Korea,Ehime,Overall,2021,490
South Korea,Ehime,Overall,2022,"1,530"
South Korea,Ehime,Overall,2023,"41,900"
South Korea,Fukui,Overall,2021,140
South Korea,Fukui,Overall,2022,300
South Korea,Fukui,Overall,2023,"2,480"
South Korea,Fukuoka,Overall,2021,"3,250"
South Korea,Fukuoka,Overall,2022,"256,890"
South Korea,Fukuoka,Overall,2023,"2,141,100"
South Korea,Fukushima,Overall,2021,470
South Korea,Fukushima,Overall,2022,"1,110"
South Korea,Fukushima,Overall,2023,"2,430"
South Korea,Gifu,Overall,2021,450
South Korea,Gifu,Overall,2022,"5,790"
South Korea,Gifu,Overall,2023,"54,240"
South Korea,Gunma,Overall,2021,890
South Korea,Gunma,Overall,2022,"1,670"
South Korea,Gunma,Overall,2023,"13,950"
South Korea,Hiroshima,Overall,2021,760
South Korea,Hiroshima,Overall,2022,"4,630"
South Korea,Hiroshima,Overall,2023,"32,470"
South Korea,Hokkaido,Overall,2021,"1,470"
South Korea,Hokkaido,Overall,2022,"141,110"
South Korea,Hokkaido,Overall,2023,"1,494,400"
South Korea,Hyogo,Overall,2021,"1,920"
South Korea,Hyogo,Overall,2022,"17,460"
South Korea,Hyogo,Overall,2023,"118,400"
South Korea,Ibaraki,Overall,2021,"1,340"
South Korea,Ibaraki,Overall,2022,"3,090"
South Korea,Ibaraki,Overall,2023,"20,960"
South Korea,Ishikawa,Overall,2021,150
South Korea,Ishikawa,Overall,2022,"1,760"
South Korea,Ishikawa,Overall,2023,"22,840"
South Korea,Iwate,Overall,2021,"1,030"
South Korea,Iwate,Overall,2022,"1,030"
South Korea,Iwate,Overall,2023,"5,680"
South Korea,Kagawa,Overall,2021,310
South Korea,Kagawa,Overall,2022,"4,870"
South Korea,Kagawa,Overall,2023,"85,660"
South Korea,Kagoshima,Overall,2021,340
South Korea,Kagoshima,Overall,2022,"4,430"
South Korea,Kagoshima,Overall,2023,"57,630"
South Korea,Kanagawa,Overall,2021,"3,890"
South Korea,Kanagawa,Overall,2022,"36,210"
South Korea,Kanagawa,Overall,2023,"150,810"
South Korea,Kochi,Overall,2021,220
South Korea,Kochi,Overall,2022,330
South Korea,Kochi,Overall,2023,"3,920"
South Korea,Kumamoto,Overall,2021,390
South Korea,Kumamoto,Overall,2022,"23,100"
South Korea,Kumamoto,Overall,2023,"261,180"
South Korea,Kyoto,Overall,2021,"2,290"
South Korea,Kyoto,Overall,2022,"117,020"
South Korea,Kyoto,Overall,2023,"756,780"
South Korea,Mie,Overall,2021,630
South Korea,Mie,Overall,2022,"3,770"
South Korea,Mie,Overall,2023,"27,780"
South Korea,Miyagi,Overall,2021,800
South Korea,Miyagi,Overall,2022,"2,790"
South Korea,Miyagi,Overall,2023,"17,990"
South Korea,Miyazaki,Overall,2021,310
South Korea,Miyazaki,Overall,2022,"3,000"
South Korea,Miyazaki,Overall,2023,"42,520"
South Korea,Nagano,Overall,2021,720
South Korea,Nagano,Overall,2022,"4,720"
South Korea,Nagano,Overall,2023,"49,170"
South Korea,Nagasaki,Overall,2021,890
South Korea,Nagasaki,Overall,2022,"11,530"
South Korea,Nagasaki,Overall,2023,"96,600"
South Korea,Nara,Overall,2021,160
South Korea,Nara,Overall,2022,"1,620"
South Korea,Nara,Overall,2023,"14,610"
South Korea,Niigata,Overall,2021,680
South Korea,Niigata,Overall,2022,"3,700"
South Korea,Niigata,Overall,2023,"17,130"
South Korea,Oita,Overall,2021,890
South Korea,Oita,Overall,2022,"64,170"
South Korea,Oita,Overall,2023,"440,170"
South Korea,Okayama,Overall,2021,400
South Korea,Okayama,Overall,2022,"2,520"
South Korea,Okayama,Overall,2023,"17,690"
South Korea,Okinawa,Overall,2021,"1,730"
South Korea,Okinawa,Overall,2022,"24,470"
South Korea,Okinawa,Overall,2023,"500,970"
South Korea,Osaka,Overall,2021,"10,420"
South Korea,Osaka,Overall,2022,"458,620"
South Korea,Osaka,Overall,2023,"3,565,070"
South Korea,Saga,Overall,2021,170
South Korea,Saga,Overall,2022,"4,530"
South Korea,Saga,Overall,2023,"47,180"
South Korea,Saitama,Overall,2021,970
South Korea,Saitama,Overall,2022,"4,780"
South Korea,Saitama,Overall,2023,"16,330"
South Korea,Shiga,Overall,2021,840
South Korea,Shiga,Overall,2022,"5,800"
South Korea,Shiga,Overall,2023,"34,620"
South Korea,Shimane,Overall,2021,160
South Korea,Shimane,Overall,2022,200
South Korea,Shimane,Overall,2023,"3,600"
South Korea,Shizuoka,Overall,2021,"1,500"
South Korea,Shizuoka,Overall,2022,"6,660"
South Korea,Shizuoka,Overall,2023,"66,040"
South Korea,Tochigi,Overall,2021,"1,070"
South Korea,Tochigi,Overall,2022,"3,950"
South Korea,Tochigi,Overall,2023,"23,510"
South Korea,Tokushima,Overall,2021,110
South Korea,Tokushima,Overall,2022,500
South Korea,Tokushima,Overall,2023,"3,480"
South Korea,Tokyo,Overall,2021,"28,280"
South Korea,Tokyo,Overall,2022,"658,600"
South Korea,Tokyo,Overall,2023,"3,480,810"
South Korea,Tottori,Overall,2021,50
South Korea,Tottori,Overall,2022,740
South Korea,Tottori,Overall,2023,"8,920"
South Korea,Toyama,Overall,2021,520
South Korea,Toyama,Overall,2022,"1,850"
South Korea,Toyama,Overall,2023,"20,960"
South Korea,Wakayama,Overall,2021,80
South Korea,Wakayama,Overall,2022,"2,420"
South Korea,Wakayama,Overall,2023,"18,660"
South Korea,Yamagata,Overall,2021,370
South Korea,Yamagata,Overall,2022,"1,480"
South Korea,Yamagata,Overall,2023,"4,730"
South Korea,Yamaguchi,Overall,2021,230
South Korea,Yamaguchi,Overall,2022,"2,490"
South Korea,Yamaguchi,Overall,2023,"23,940"
South Korea,Yamanashi,Overall,2021,210
South Korea,Yamanashi,Overall,2022,"3,060"
South Korea,Yamanashi,Overall,2023,"34,820"
Spain,Aichi,Overall,2021,30
Spain,Aichi,Overall,2022,710
Spain,Aichi,Overall,2023,"7,720"
Spain,Akita,Overall,2021,0
Spain,Akita,Overall,2022,20
Spain,Akita,Overall,2023,150
Spain,Aomori,Overall,2021,160
Spain,Aomori,Overall,2022,60
Spain,Aomori,Overall,2023,500
Spain,Chiba,Overall,2021,"1,000"
Spain,Chiba,Overall,2022,"1,070"
Spain,Chiba,Overall,2023,"8,210"
Spain,Ehime,Overall,2021,0
